geo_code,time,CAGR,IndName,Direction,IndWeight,Agg_KC,Agg_NC,Agg_OBJ,X,X.1,X.2,X.3,X.4,CAGRcorrdir
EU27_2020,2017,1.63015426220072,3.1.a.2   Material Footprint (Biomass) per capita,-1,1,MatResEff,WasteReduc,Defossilization,NA,NA,NA,NA,NA,-1.63015426220072
EU27_2020,2017,1.92418314803093,3.1.b.1   EUR KGOE,1,1,EnerEff,WasteReduc,Defossilization,NA,NA,NA,NA,NA,1.92418314803093
EU27_2020,2017,2.39250720242365,3.1.b.2   T2020 31,1,1,EnerEff,WasteReduc,Defossilization,NA,NA,NA,NA,NA,2.39250720242365
EU27_2020,2017,2.70489547114969,3.1.c.1   maximum cascading factor,1,1,BiogenWastePrev,WasteReduc,Defossilization,NA,NA,NA,NA,NA,2.70489547114969
EU27_2020,2017,2.06424468364195,3.1.c.1   minimum cascading factor,1,1,BiogenWastePrev,WasteReduc,Defossilization,NA,NA,NA,NA,NA,2.06424468364195
EU27_2020,2017,0.50306198318173,3.1.c.2   PC,1,1,BiogenWastePrev,WasteReduc,Defossilization,NA,NA,NA,NA,NA,0.50306198318173
EU27_2020,2017,3.45201379631235,3.1.c.4   RCY,1,1,BiogenWastePrev,WasteReduc,Defossilization,NA,NA,NA,NA,NA,3.45201379631235
EU27_2020,2017,-0.637416795454082,3.1.c.5   W072 hh,-1,1,BiogenWastePrev,WasteReduc,Defossilization,NA,NA,NA,NA,NA,0.637416795454082
EU27_2020,2017,0.559389246990838,3.1.c.5   W072 ind,-1,1,BiogenWastePrev,WasteReduc,Defossilization,NA,NA,NA,NA,NA,-0.559389246990838
EU27_2020,2017,2.92221519911644,3.1.c.5   W073 ind,-1,1,BiogenWastePrev,WasteReduc,Defossilization,NA,NA,NA,NA,NA,-2.92221519911644
EU27_2020,2017,3.41339774061171,3.1.c.5   W075 hh,-1,1,BiogenWastePrev,WasteReduc,Defossilization,NA,NA,NA,NA,NA,-3.41339774061171
EU27_2020,2017,-1.71463879922921,3.1.c.5   W075 ind,-1,1,BiogenWastePrev,WasteReduc,Defossilization,NA,NA,NA,NA,NA,1.71463879922921
EU27_2020,2017,2.63263942573519,3.1.c.5   W076 ind,-1,1,BiogenWastePrev,WasteReduc,Defossilization,NA,NA,NA,NA,NA,-2.63263942573519
EU27_2020,2017,0.103087478524144,3.1.c.5   W091 hh,-1,1,BiogenWastePrev,WasteReduc,Defossilization,NA,NA,NA,NA,NA,-0.103087478524144
EU27_2020,2017,-0.90686775031551,3.1.c.5   W091 ind,-1,1,BiogenWastePrev,WasteReduc,Defossilization,NA,NA,NA,NA,NA,0.90686775031551
EU27_2020,2017,1.53014937437574,3.1.c.5   W092 hh,-1,1,BiogenWastePrev,WasteReduc,Defossilization,NA,NA,NA,NA,NA,-1.53014937437574
EU27_2020,2017,1.13271120552847,3.1.c.5   W092 ind,-1,1,BiogenWastePrev,WasteReduc,Defossilization,NA,NA,NA,NA,NA,-1.13271120552847
EU27_2020,2017,2.62304198982393,3.1.c.5   W093 ind,-1,1,BiogenWastePrev,WasteReduc,Defossilization,NA,NA,NA,NA,NA,-2.62304198982393
EU27_2020,2017,-1.57494419786793,3.1.c.5   W7376 hh,-1,1,BiogenWastePrev,WasteReduc,Defossilization,NA,NA,NA,NA,NA,1.57494419786793
EU27_2020,2017,-0.975514949529077,3.1.c.5   W9999 hh,-1,1,BiogenWastePrev,WasteReduc,Defossilization,NA,NA,NA,NA,NA,0.975514949529077
EU27_2020,2017,-6.21700841872727,3.1.c.6   DSP W072 hh,-1,1,BiogenWastePrev,WasteReduc,Defossilization,NA,NA,NA,NA,NA,6.21700841872727
EU27_2020,2017,-5.37328905857312,3.1.c.6   DSP W072 ind,-1,1,BiogenWastePrev,WasteReduc,Defossilization,NA,NA,NA,NA,NA,5.37328905857312
EU27_2020,2017,-8.61520280180375,3.1.c.6   DSP W073 ind,-1,1,BiogenWastePrev,WasteReduc,Defossilization,NA,NA,NA,NA,NA,8.61520280180375
EU27_2020,2017,-8.33485405916564,3.1.c.6   DSP W075 hh,-1,1,BiogenWastePrev,WasteReduc,Defossilization,NA,NA,NA,NA,NA,8.33485405916564
EU27_2020,2017,-16.4215547146693,3.1.c.6   DSP W075 ind,-1,1,BiogenWastePrev,WasteReduc,Defossilization,NA,NA,NA,NA,NA,16.4215547146693
EU27_2020,2017,-3.32691447833819,3.1.c.6   DSP W076 ind,-1,1,BiogenWastePrev,WasteReduc,Defossilization,NA,NA,NA,NA,NA,3.32691447833819
EU27_2020,2017,-6.186266084076,3.1.c.6   DSP W091 hh,-1,1,BiogenWastePrev,WasteReduc,Defossilization,NA,NA,NA,NA,NA,6.186266084076
EU27_2020,2017,-6.56940563580594,3.1.c.6   DSP W091 ind,-1,1,BiogenWastePrev,WasteReduc,Defossilization,NA,NA,NA,NA,NA,6.56940563580594
EU27_2020,2017,-6.87522085783665,3.1.c.6   DSP W092 hh,-1,1,BiogenWastePrev,WasteReduc,Defossilization,NA,NA,NA,NA,NA,6.87522085783665
EU27_2020,2017,-12.7397558106687,3.1.c.6   DSP W092 ind,-1,1,BiogenWastePrev,WasteReduc,Defossilization,NA,NA,NA,NA,NA,12.7397558106687
EU27_2020,2017,-2.76203764589654,3.1.c.6   DSP W093 ind,-1,1,BiogenWastePrev,WasteReduc,Defossilization,NA,NA,NA,NA,NA,2.76203764589654
EU27_2020,2017,-6.41144154620501,3.1.c.6   DSP W7376 hh,-1,1,BiogenWastePrev,WasteReduc,Defossilization,NA,NA,NA,NA,NA,6.41144154620501
EU27_2020,2017,-6.25866373037475,3.1.c.6   DSP W9999 hh,-1,1,BiogenWastePrev,WasteReduc,Defossilization,NA,NA,NA,NA,NA,6.25866373037475
EU27_2020,2017,1.52767235742106,3.1.c.6   RCV W072 hh,1,1,BiogenWastePrev,WasteReduc,Defossilization,NA,NA,NA,NA,NA,1.52767235742106
EU27_2020,2017,0.993493996098294,3.1.c.6   RCV W072 ind,1,1,BiogenWastePrev,WasteReduc,Defossilization,NA,NA,NA,NA,NA,0.993493996098294
EU27_2020,2017,3.74537320771615,3.1.c.6   RCV W073 ind,1,1,BiogenWastePrev,WasteReduc,Defossilization,NA,NA,NA,NA,NA,3.74537320771615
EU27_2020,2017,4.56326586481284,3.1.c.6   RCV W075 hh,1,1,BiogenWastePrev,WasteReduc,Defossilization,NA,NA,NA,NA,NA,4.56326586481284
EU27_2020,2017,-1.34880840802559,3.1.c.6   RCV W075 ind,1,1,BiogenWastePrev,WasteReduc,Defossilization,NA,NA,NA,NA,NA,-1.34880840802559
EU27_2020,2017,4.01058593258137,3.1.c.6   RCV W076 ind,1,1,BiogenWastePrev,WasteReduc,Defossilization,NA,NA,NA,NA,NA,4.01058593258137
EU27_2020,2017,5.00719296434131,3.1.c.6   RCV W091 hh,1,1,BiogenWastePrev,WasteReduc,Defossilization,NA,NA,NA,NA,NA,5.00719296434131
EU27_2020,2017,0.195931085496315,3.1.c.6   RCV W091 ind,1,1,BiogenWastePrev,WasteReduc,Defossilization,NA,NA,NA,NA,NA,0.195931085496315
EU27_2020,2017,2.66248817869703,3.1.c.6   RCV W092 hh,1,1,BiogenWastePrev,WasteReduc,Defossilization,NA,NA,NA,NA,NA,2.66248817869703
EU27_2020,2017,1.87719807354298,3.1.c.6   RCV W092 ind,1,1,BiogenWastePrev,WasteReduc,Defossilization,NA,NA,NA,NA,NA,1.87719807354298
EU27_2020,2017,3.15792813734328,3.1.c.6   RCV W093 ind,1,1,BiogenWastePrev,WasteReduc,Defossilization,NA,NA,NA,NA,NA,3.15792813734328
EU27_2020,2017,0.535719568879034,3.1.c.6   RCV W7376 hh,1,1,BiogenWastePrev,WasteReduc,Defossilization,NA,NA,NA,NA,NA,0.535719568879034
EU27_2020,2017,5.08070291422178,3.1.c.6   RCV W9999 hh,1,1,BiogenWastePrev,WasteReduc,Defossilization,NA,NA,NA,NA,NA,5.08070291422178
EU27_2020,2017,0.934789554626581,3.2.a.1   Consumption,-1,1,FoodLoss,FoodLossCascade,Defossilization,NA,NA,NA,NA,NA,-0.934789554626581
EU27_2020,2017,0.831385476510138,3.2.a.1   Primary production,-1,1,FoodLoss,FoodLossCascade,Defossilization,NA,NA,NA,NA,NA,-0.831385476510138
EU27_2020,2017,0.938085439196135,3.2.a.1   Processing Manufacturing,-1,1,FoodLoss,FoodLossCascade,Defossilization,NA,NA,NA,NA,NA,-0.938085439196135
EU27_2020,2017,1.11829681428239,3.2.a.1   Retail Distribution,-1,1,FoodLoss,FoodLossCascade,Defossilization,NA,NA,NA,NA,NA,-1.11829681428239
EU27_2020,2017,1.29632646348286,3.2.a.2   Cereals,-1,1,FoodLoss,FoodLossCascade,Defossilization,NA,NA,NA,NA,NA,-1.29632646348286
EU27_2020,2017,0.472154365206223,3.2.a.2   Dairy,-1,1,FoodLoss,FoodLossCascade,Defossilization,NA,NA,NA,NA,NA,-0.472154365206223
EU27_2020,2017,1.2815133343363,3.2.a.2   Eggs,-1,1,FoodLoss,FoodLossCascade,Defossilization,NA,NA,NA,NA,NA,-1.2815133343363
EU27_2020,2017,1.00933206244538,3.2.a.2   Fish,-1,1,FoodLoss,FoodLossCascade,Defossilization,NA,NA,NA,NA,NA,-1.00933206244538
EU27_2020,2017,0.213515890646776,3.2.a.2   Fruits,-1,1,FoodLoss,FoodLossCascade,Defossilization,NA,NA,NA,NA,NA,-0.213515890646776
EU27_2020,2017,-0.481983907066141,3.2.a.2   Meat,-1,1,FoodLoss,FoodLossCascade,Defossilization,NA,NA,NA,NA,NA,0.481983907066141
EU27_2020,2017,2.4520903749081,3.2.a.2   Oilcrops,-1,1,FoodLoss,FoodLossCascade,Defossilization,NA,NA,NA,NA,NA,-2.4520903749081
EU27_2020,2017,1.29336054365059,3.2.a.2   Potatoes,-1,1,FoodLoss,FoodLossCascade,Defossilization,NA,NA,NA,NA,NA,-1.29336054365059
EU27_2020,2017,5.32835446209914,3.2.a.2   Sugarbeets,-1,1,FoodLoss,FoodLossCascade,Defossilization,NA,NA,NA,NA,NA,-5.32835446209914
EU27_2020,2017,1.31959388883032,3.2.a.2   Vegetables,-1,1,FoodLoss,FoodLossCascade,Defossilization,NA,NA,NA,NA,NA,-1.31959388883032
EU27_2020,2017,1.43896074627614,3.4.a.2   1000 T of dry matter (Net trade),1,1,ConsumpDemand,ConsumpPatt,Defossilization,NA,NA,NA,NA,NA,1.43896074627614
EU27_2020,2017,0.815381516041103,3.4.a.3   1000 T of dry matter (Net trade),1,1,ConsumpDemand,ConsumpPatt,Defossilization,NA,NA,NA,NA,NA,0.815381516041103
EU27_2020,2017,0.211195986414259,3.4.a.4   energy,-1,1,ConsumpDemand,ConsumpPatt,Defossilization,NA,NA,NA,NA,NA,-0.211195986414259
EU27_2020,2017,-0.18089609108678,3.4.a.4   material,1,1,ConsumpDemand,ConsumpPatt,Defossilization,NA,NA,NA,NA,NA,-0.18089609108678
EU27_2020,2017,2.393149624713,3.4.c.1   REN,1,1,ConsumpDemand,ConsumpPatt,Defossilization,NA,NA,NA,NA,NA,2.393149624713
EU27_2020,2017,3.59894830149492,3.4.c.1   REN ELC,1,1,ConsumpDemand,ConsumpPatt,Defossilization,NA,NA,NA,NA,NA,3.59894830149492
EU27_2020,2017,1.98285083524925,3.4.c.1   REN HEAT CL,1,1,ConsumpDemand,ConsumpPatt,Defossilization,NA,NA,NA,NA,NA,1.98285083524925
EU27_2020,2017,7.86461388236506,3.4.c.1   REN TRA,1,1,ConsumpDemand,ConsumpPatt,Defossilization,NA,NA,NA,NA,NA,7.86461388236506
EU27_2020,2017,0.669320561491582,4.1.a.3   CRF3,1,1,Mitigation,ClimChgMitAdapt,Climate,NA,NA,NA,NA,NA,0.669320561491582
EU27_2020,2017,-4.04707100921437,4.1.a.6   CRF4,1,1,Mitigation,ClimChgMitAdapt,Climate,NA,NA,NA,NA,NA,-4.04707100921437
EU27_2020,2017,2.06041602175708,4.1.b.2   C1111,1,1,Adaptation,ClimChgMitAdapt,Climate,NA,NA,NA,NA,NA,2.06041602175708
EU27_2020,2017,0.0752650832197554,4.1.b.2   C1112,1,1,Adaptation,ClimChgMitAdapt,Climate,NA,NA,NA,NA,NA,0.0752650832197554
EU27_2020,2017,1.98319365800124,4.1.b.2   C1500,1,1,Adaptation,ClimChgMitAdapt,Climate,NA,NA,NA,NA,NA,1.98319365800124
EU27_2020,2017,-0.0396746859431807,4.1.b.3   PC,-1,1,Adaptation,ClimChgMitAdapt,Climate,NA,NA,NA,NA,NA,0.0396746859431807
EU27_2020,2017,-0.450405786680041,5.1.a.2   A01,1,1,BioeconinEcon,FosterEconDev,Competitiveness,NA,NA,NA,NA,NA,-0.450405786680041
EU27_2020,2017,-0.0259116509640944,5.1.a.2   A02,1,1,BioeconinEcon,FosterEconDev,Competitiveness,NA,NA,NA,NA,NA,-0.0259116509640944
EU27_2020,2017,0.591331617547119,5.1.a.2   A03,1,1,BioeconinEcon,FosterEconDev,Competitiveness,NA,NA,NA,NA,NA,0.591331617547119
EU27_2020,2017,0.565025507094941,5.1.a.2   bC13,1,1,BioeconinEcon,FosterEconDev,Competitiveness,NA,NA,NA,NA,NA,0.565025507094941
EU27_2020,2017,-3.02150391433083,5.1.a.2   bC14,1,1,BioeconinEcon,FosterEconDev,Competitiveness,NA,NA,NA,NA,NA,-3.02150391433083
EU27_2020,2017,0.427420373303256,5.1.a.2   bC15,1,1,BioeconinEcon,FosterEconDev,Competitiveness,NA,NA,NA,NA,NA,0.427420373303256
EU27_2020,2017,-0.0526059106015997,5.1.a.2   bC16,1,1,BioeconinEcon,FosterEconDev,Competitiveness,NA,NA,NA,NA,NA,-0.0526059106015997
EU27_2020,2017,0.27643121047678,5.1.a.2   bC17,1,1,BioeconinEcon,FosterEconDev,Competitiveness,NA,NA,NA,NA,NA,0.27643121047678
EU27_2020,2017,0.43364777550281,5.1.a.2   bC21,1,1,BioeconinEcon,FosterEconDev,Competitiveness,NA,NA,NA,NA,NA,0.43364777550281
EU27_2020,2017,0.425016265256994,5.1.a.2   bC22,1,1,BioeconinEcon,FosterEconDev,Competitiveness,NA,NA,NA,NA,NA,0.425016265256994
EU27_2020,2017,0.305445682189243,5.1.a.2   bC31,1,1,BioeconinEcon,FosterEconDev,Competitiveness,NA,NA,NA,NA,NA,0.305445682189243
EU27_2020,2017,3.03778380498401,5.1.a.2   bchem,1,1,BioeconinEcon,FosterEconDev,Competitiveness,NA,NA,NA,NA,NA,3.03778380498401
EU27_2020,2017,0.264608767572705,5.1.a.2   bD3511,1,1,BioeconinEcon,FosterEconDev,Competitiveness,NA,NA,NA,NA,NA,0.264608767572705
EU27_2020,2017,4.51270845393974,5.1.a.2   Biod,1,1,BioeconinEcon,FosterEconDev,Competitiveness,NA,NA,NA,NA,NA,4.51270845393974
EU27_2020,2017,2.69721758311767,5.1.a.2   Bioeth,1,1,BioeconinEcon,FosterEconDev,Competitiveness,NA,NA,NA,NA,NA,2.69721758311767
EU27_2020,2017,0.243513912926252,5.1.a.2   C10,1,1,BioeconinEcon,FosterEconDev,Competitiveness,NA,NA,NA,NA,NA,0.243513912926252
EU27_2020,2017,1.8627142568209,5.1.a.2   C11,1,1,BioeconinEcon,FosterEconDev,Competitiveness,NA,NA,NA,NA,NA,1.8627142568209
EU27_2020,2017,-1.72545732980176,5.1.a.2   C12,1,1,BioeconinEcon,FosterEconDev,Competitiveness,NA,NA,NA,NA,NA,-1.72545732980176
EU27_2020,2017,4.25987758819957,5.1.a.5   A01,1,1,BioeconinEcon,FosterEconDev,Competitiveness,NA,NA,NA,NA,NA,4.25987758819957
EU27_2020,2017,2.56612397280001,5.1.a.5   A02,1,1,BioeconinEcon,FosterEconDev,Competitiveness,NA,NA,NA,NA,NA,2.56612397280001
EU27_2020,2017,2.94994986202277,5.1.a.5   A03,1,1,BioeconinEcon,FosterEconDev,Competitiveness,NA,NA,NA,NA,NA,2.94994986202277
EU27_2020,2017,3.22019388623023,5.1.a.5   bC13,1,1,BioeconinEcon,FosterEconDev,Competitiveness,NA,NA,NA,NA,NA,3.22019388623023
EU27_2020,2017,2.90027481091755,5.1.a.5   bC14,1,1,BioeconinEcon,FosterEconDev,Competitiveness,NA,NA,NA,NA,NA,2.90027481091755
EU27_2020,2017,2.178338143323,5.1.a.5   bC15,1,1,BioeconinEcon,FosterEconDev,Competitiveness,NA,NA,NA,NA,NA,2.178338143323
EU27_2020,2017,3.26746232180186,5.1.a.5   bC16,1,1,BioeconinEcon,FosterEconDev,Competitiveness,NA,NA,NA,NA,NA,3.26746232180186
EU27_2020,2017,1.89706839807027,5.1.a.5   bC17,1,1,BioeconinEcon,FosterEconDev,Competitiveness,NA,NA,NA,NA,NA,1.89706839807027
EU27_2020,2017,1.20757437151238,5.1.a.5   bC21,1,1,BioeconinEcon,FosterEconDev,Competitiveness,NA,NA,NA,NA,NA,1.20757437151238
EU27_2020,2017,1.55092203671454,5.1.a.5   bC22,1,1,BioeconinEcon,FosterEconDev,Competitiveness,NA,NA,NA,NA,NA,1.55092203671454
EU27_2020,2017,2.65439434820314,5.1.a.5   bC31,1,1,BioeconinEcon,FosterEconDev,Competitiveness,NA,NA,NA,NA,NA,2.65439434820314
EU27_2020,2017,2.94470656619974,5.1.a.5   bchem,1,1,BioeconinEcon,FosterEconDev,Competitiveness,NA,NA,NA,NA,NA,2.94470656619974
EU27_2020,2017,-1.07147384708743,5.1.a.5   bD3511,1,1,BioeconinEcon,FosterEconDev,Competitiveness,NA,NA,NA,NA,NA,-1.07147384708743
EU27_2020,2017,7.22772175920943,5.1.a.5   Biod,1,1,BioeconinEcon,FosterEconDev,Competitiveness,NA,NA,NA,NA,NA,7.22772175920943
EU27_2020,2017,5.41691545245864,5.1.a.5   Bioeth,1,1,BioeconinEcon,FosterEconDev,Competitiveness,NA,NA,NA,NA,NA,5.41691545245864
EU27_2020,2017,1.31091313409584,5.1.a.5   C10,1,1,BioeconinEcon,FosterEconDev,Competitiveness,NA,NA,NA,NA,NA,1.31091313409584
EU27_2020,2017,1.64801032501825,5.1.a.5   C11,1,1,BioeconinEcon,FosterEconDev,Competitiveness,NA,NA,NA,NA,NA,1.64801032501825
EU27_2020,2017,2.19139258539744,5.1.a.5   C12,1,1,BioeconinEcon,FosterEconDev,Competitiveness,NA,NA,NA,NA,NA,2.19139258539744
EU27_2020,2017,0.820191257155112,5.1.b.1   A01,1,1,ValueAdded,FosterEconDev,Competitiveness,NA,NA,NA,NA,NA,0.820191257155112
EU27_2020,2017,1.49525486008493,5.1.b.1   A02,1,1,ValueAdded,FosterEconDev,Competitiveness,NA,NA,NA,NA,NA,1.49525486008493
EU27_2020,2017,1.70575592871427,5.1.b.1   A03,1,1,ValueAdded,FosterEconDev,Competitiveness,NA,NA,NA,NA,NA,1.70575592871427
EU27_2020,2017,0.670132281093649,5.1.b.1   bC13,1,1,ValueAdded,FosterEconDev,Competitiveness,NA,NA,NA,NA,NA,0.670132281093649
EU27_2020,2017,-1.71563133869099,5.1.b.1   bC14,1,1,ValueAdded,FosterEconDev,Competitiveness,NA,NA,NA,NA,NA,-1.71563133869099
EU27_2020,2017,1.4631394231281,5.1.b.1   bC15,1,1,ValueAdded,FosterEconDev,Competitiveness,NA,NA,NA,NA,NA,1.4631394231281
EU27_2020,2017,1.27376751530321,5.1.b.1   bC16,1,1,ValueAdded,FosterEconDev,Competitiveness,NA,NA,NA,NA,NA,1.27376751530321
EU27_2020,2017,1.70550136766436,5.1.b.1   bC17,1,1,ValueAdded,FosterEconDev,Competitiveness,NA,NA,NA,NA,NA,1.70550136766436
EU27_2020,2017,3.38480102386183,5.1.b.1   bC21,1,1,ValueAdded,FosterEconDev,Competitiveness,NA,NA,NA,NA,NA,3.38480102386183
EU27_2020,2017,1.02402485447224,5.1.b.1   bC22,1,1,ValueAdded,FosterEconDev,Competitiveness,NA,NA,NA,NA,NA,1.02402485447224
EU27_2020,2017,2.5760962794404,5.1.b.1   bC31,1,1,ValueAdded,FosterEconDev,Competitiveness,NA,NA,NA,NA,NA,2.5760962794404
EU27_2020,2017,1.97976024943396,5.1.b.1   bchem,1,1,ValueAdded,FosterEconDev,Competitiveness,NA,NA,NA,NA,NA,1.97976024943396
EU27_2020,2017,5.97742035809907,5.1.b.1   bD3511,1,1,ValueAdded,FosterEconDev,Competitiveness,NA,NA,NA,NA,NA,5.97742035809907
EU27_2020,2017,-1.21845513763976,5.1.b.1   Biod,1,1,ValueAdded,FosterEconDev,Competitiveness,NA,NA,NA,NA,NA,-1.21845513763976
EU27_2020,2017,-0.443865029807444,5.1.b.1   Bioeth,1,1,ValueAdded,FosterEconDev,Competitiveness,NA,NA,NA,NA,NA,-0.443865029807444
EU27_2020,2017,2.03439905424241,5.1.b.1   C10,1,1,ValueAdded,FosterEconDev,Competitiveness,NA,NA,NA,NA,NA,2.03439905424241
EU27_2020,2017,3.42823704598147,5.1.b.1   C11,1,1,ValueAdded,FosterEconDev,Competitiveness,NA,NA,NA,NA,NA,3.42823704598147
EU27_2020,2017,-0.0744770651371018,5.1.b.1   C12,1,1,ValueAdded,FosterEconDev,Competitiveness,NA,NA,NA,NA,NA,-0.0744770651371018
EU27_2020,2017,2.1681350703959,5.1.b.2   A01,1,1,ValueAdded,FosterEconDev,Competitiveness,NA,NA,NA,NA,NA,2.1681350703959
EU27_2020,2017,2.63445422985822,5.1.b.2   A02,1,1,ValueAdded,FosterEconDev,Competitiveness,NA,NA,NA,NA,NA,2.63445422985822
EU27_2020,2017,3.24003858439248,5.1.b.2   A03,1,1,ValueAdded,FosterEconDev,Competitiveness,NA,NA,NA,NA,NA,3.24003858439248
EU27_2020,2017,2.27120771973099,5.1.b.2   bC13,1,1,ValueAdded,FosterEconDev,Competitiveness,NA,NA,NA,NA,NA,2.27120771973099
EU27_2020,2017,-0.333338295183028,5.1.b.2   bC14,1,1,ValueAdded,FosterEconDev,Competitiveness,NA,NA,NA,NA,NA,-0.333338295183028
EU27_2020,2017,2.84400761824302,5.1.b.2   bC15,1,1,ValueAdded,FosterEconDev,Competitiveness,NA,NA,NA,NA,NA,2.84400761824302
EU27_2020,2017,2.55205765318773,5.1.b.2   bC16,1,1,ValueAdded,FosterEconDev,Competitiveness,NA,NA,NA,NA,NA,2.55205765318773
EU27_2020,2017,2.23275468361945,5.1.b.2   bC17,1,1,ValueAdded,FosterEconDev,Competitiveness,NA,NA,NA,NA,NA,2.23275468361945
EU27_2020,2017,3.43092978123558,5.1.b.2   bC21,1,1,ValueAdded,FosterEconDev,Competitiveness,NA,NA,NA,NA,NA,3.43092978123558
EU27_2020,2017,2.77433344867877,5.1.b.2   bC22,1,1,ValueAdded,FosterEconDev,Competitiveness,NA,NA,NA,NA,NA,2.77433344867877
EU27_2020,2017,2.88918342453668,5.1.b.2   bC31,1,1,ValueAdded,FosterEconDev,Competitiveness,NA,NA,NA,NA,NA,2.88918342453668
EU27_2020,2017,5.26388178148316,5.1.b.2   bchem,1,1,ValueAdded,FosterEconDev,Competitiveness,NA,NA,NA,NA,NA,5.26388178148316
EU27_2020,2017,1.77024051987829,5.1.b.2   bD3511,1,1,ValueAdded,FosterEconDev,Competitiveness,NA,NA,NA,NA,NA,1.77024051987829
EU27_2020,2017,2.73426140854669,5.1.b.2   Biod,1,1,ValueAdded,FosterEconDev,Competitiveness,NA,NA,NA,NA,NA,2.73426140854669
EU27_2020,2017,4.7693572133219,5.1.b.2   Bioeth,1,1,ValueAdded,FosterEconDev,Competitiveness,NA,NA,NA,NA,NA,4.7693572133219
